input_desc,target_desc,index,match_fuzzy,score_fuzzy,match_tfidf,score_tfidf,match_embed,score_embed,match_o3
"candies, mars snackfood us, skittles original bite size candies","candies, mars snackfood us, skittles original bite size candies",670,"candies, mars snackfood us, skittles original bite size candies",100.0,"candies, mars snackfood us, skittles original bite size candies",1.0000000000000002,"candies, mars snackfood us, skittles original bite size candies",0.9999995,"candies, mars snackfood us, skittles original bite size candies"
"bread, italian","bread, italian",671,"bread, italian",100.0,"bread, italian",1.0,"bread, italian",1.0000002,"bread, italian"
"egg, yolk, raw, fresh","egg, yolk, raw, fresh",672,"egg, yolk, raw, fresh",100.0,"egg, yolk, raw, fresh",1.0000000000000002,"egg, yolk, raw, fresh",1.0000002,"egg, yolk, raw, fresh"
"soup, chicken noodle, reduced sodium, canned, ready-to-serve","soup, chicken noodle, reduced sodium, canned, ready-to-serve",673,"soup, chicken noodle, reduced sodium, canned, ready-to-serve",100.0,"soup, chicken noodle, reduced sodium, canned, ready-to-serve",1.0,"soup, chicken noodle, reduced sodium, canned, ready-to-serve",1.0000005,"soup, chicken noodle, reduced sodium, canned, ready-to-serve"
"fish, salmon, pink, canned, total can contents","fish, salmon, pink, canned, total can contents",674,"fish, salmon, pink, canned, total can contents",100.0,"fish, salmon, pink, canned, total can contents",1.0,"fish, salmon, pink, canned, total can contents",1.000001,"fish, salmon, pink, canned, total can contents"
"fish, salmon, sockeye, canned, drained solids","fish, salmon, sockeye, canned, drained solids",675,"fish, salmon, sockeye, canned, drained solids",100.0,"fish, salmon, sockeye, canned, drained solids",1.0,"fish, salmon, sockeye, canned, drained solids",1.0000001,"fish, salmon, sockeye, canned, drained solids"
"pork, cured, ham, boneless, extra lean and regular, unheated","pork, cured, ham, boneless, extra lean and regular, unheated",676,"pork, cured, ham, boneless, extra lean and regular, unheated",100.0,"pork, cured, ham, boneless, extra lean and regular, unheated",1.0000000000000002,"pork, cured, ham, boneless, extra lean and regular, unheated",0.99999934,"pork, cured, ham, boneless, extra lean and regular, unheated"
"pork, cured, ham, center slice, country-style, separable lean only, raw","pork, cured, ham, center slice, country-style, separable lean only, raw",677,"pork, cured, ham, center slice, country-style, separable lean only, raw",100.0,"pork, cured, ham, center slice, country-style, separable lean only, raw",1.0000000000000002,"pork, cured, ham, center slice, country-style, separable lean only, raw",1.0000001,"pork, cured, ham, center slice, country-style, separable lean only, raw"
"soup, beef and vegetables, canned, ready-to-serve","soup, beef and vegetables, canned, ready-to-serve",678,"soup, beef and vegetables, canned, ready-to-serve",100.0,"soup, beef and vegetables, canned, ready-to-serve",1.0000000000000002,"soup, beef and vegetables, canned, ready-to-serve",1.0000001,"soup, beef and vegetables, canned, ready-to-serve"
"snacks, popcorn, air-popped","snacks, popcorn, air-popped",679,"snacks, popcorn, air-popped",100.0,"snacks, popcorn, air-popped",1.0000000000000002,"snacks, popcorn, air-popped",1.0000001,"snacks, popcorn, air-popped"
"fish, salmon, chinook, smoked","fish, salmon, chinook, smoked",680,"fish, salmon, chinook, smoked",100.0,"fish, salmon, chinook, smoked",1.0,"fish, salmon, chinook, smoked",0.9999996,"fish, salmon, chinook, smoked"
"salad dressing, mayonnaise, imitation, soybean","salad dressing, mayonnaise, imitation, soybean",681,"salad dressing, mayonnaise, imitation, soybean",100.0,"salad dressing, mayonnaise, imitation, soybean",1.0,"salad dressing, mayonnaise, imitation, soybean",0.9999996,"salad dressing, mayonnaise, imitation, soybean"
"cereals ready-to-eat, kellogg, kellogg's special k red berries","cereals ready-to-eat, kellogg, kellogg's special k red berries",682,"cereals ready-to-eat, kellogg, kellogg's special k red berries",100.0,"cereals ready-to-eat, kellogg, kellogg's special k red berries",1.0,"cereals ready-to-eat, kellogg, kellogg's special k red berries",1.0000005,"cereals ready-to-eat, kellogg, kellogg's special k red berries"
"mango nectar, canned","mango nectar, canned",683,"mango nectar, canned",100.0,"mango nectar, canned",1.0000000000000002,"mango nectar, canned",1.0000007,"mango nectar, canned"
"cereals ready-to-eat, general mills, wheat chex","cereals ready-to-eat, general mills, wheat chex",684,"cereals ready-to-eat, general mills, wheat chex",100.0,"cereals ready-to-eat, general mills, wheat chex",1.0000000000000002,"cereals ready-to-eat, general mills, wheat chex",0.99999917,"cereals ready-to-eat, general mills, wheat chex"
"milk, canned, evaporated, with added vitamin d and without added vitamin a","milk, canned, evaporated, with added vitamin d and without added vitamin a",685,"milk, canned, evaporated, with added vitamin d and without added vitamin a",100.0,"milk, canned, evaporated, with added vitamin d and without added vitamin a",1.0000000000000004,"milk, canned, evaporated, with added vitamin d and without added vitamin a",1.0000008,"milk, canned, evaporated, with added vitamin d and without added vitamin a"
"animal fat, bacon grease","animal fat, bacon grease",686,"animal fat, bacon grease",100.0,"animal fat, bacon grease",1.0000000000000002,"animal fat, bacon grease",1.0000006,"animal fat, bacon grease"
lard,lard,687,lard,100.0,lard,1.0,lard,1.0000005,lard
"beef, retail cuts, separable fat, cooked","beef, retail cuts, separable fat, cooked",688,"beef, retail cuts, separable fat, cooked",100.0,"beef, retail cuts, separable fat, cooked",1.0,"beef, retail cuts, separable fat, cooked",0.99999976,"beef, retail cuts, separable fat, cooked"
"fat, turkey","fat, turkey",689,"fat, turkey",100.0,"fat, turkey",1.0,"fat, turkey",1.0000001,"fat, turkey"
"pork, cured, salt pork, raw","pork, cured, salt pork, raw",690,"pork, cured, salt pork, raw",100.0,"pork, cured, salt pork, raw",1.0000000000000002,"pork, cured, salt pork, raw",1.0000001,"pork, cured, salt pork, raw"
"olives, pickled, canned or bottled, green","olives, pickled, canned or bottled, green",691,"olives, pickled, canned or bottled, green",100.0,"olives, pickled, canned or bottled, green",1.0,"olives, pickled, canned or bottled, green",1.0000001,"olives, pickled, canned or bottled, green"
"candies, sugar-coated almonds","candies, sugar-coated almonds",692,"candies, sugar-coated almonds",100.0,"candies, sugar-coated almonds",1.0000000000000002,"candies, sugar-coated almonds",1.0000006,"candies, sugar-coated almonds"
"salad dressing, green goddess, regular","salad dressing, green goddess, regular",693,"salad dressing, green goddess, regular",100.0,"salad dressing, green goddess, regular",1.0,"salad dressing, green goddess, regular",0.99999976,"salad dressing, green goddess, regular"
"sausage, meatless","sausage, meatless",694,"sausage, meatless",100.0,"sausage, meatless",1.0000000000000002,"sausage, meatless",0.99999964,"sausage, meatless"
"tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)","tomato products, canned, paste, without salt added",695,"oranges, raw, navels (includes foods for usda's food distribution program)",78.01418439716312,"cheese, cheddar (includes foods for usda's food distribution program)",0.6963532635890929,"tomato products, canned, paste, without salt added",0.9532107,"tomato products, canned, paste, without salt added"
"apples, dried, sulfured, uncooked","apples, dried, sulfured, uncooked",696,"apples, dried, sulfured, uncooked",100.0,"apples, dried, sulfured, uncooked",1.0000000000000002,"apples, dried, sulfured, uncooked",0.9999996,"apples, dried, sulfured, uncooked"
"fish, pompano, florida, raw","fish, pompano, florida, raw",697,"fish, pompano, florida, raw",100.0,"fish, pompano, florida, raw",1.0,"fish, pompano, florida, raw",1.0000005,"fish, pompano, florida, raw"
"sauce, steak, tomato based","sauce, steak, tomato based",698,"sauce, steak, tomato based",100.0,"sauce, steak, tomato based",1.0000000000000002,"sauce, steak, tomato based",1.0000007,"sauce, steak, tomato based"
"beverages, cranberry-apple juice drink, low calorie, with vitamin c added","cranberry-apple juice drink, low calorie, with vitamin c added",699,"cranberry-apple juice drink, low calorie, with vitamin c added",92.17391304347827,"cranberry-apple juice drink, low calorie, with vitamin c added",0.9502122893769266,"cranberry-apple juice drink, low calorie, with vitamin c added",0.98567235,"beverages, fruit juice drink, reduced sugar, with vitamin e added"
"pomegranate juice, bottled","pomegranate juice, bottled",700,"pomegranate juice, bottled",100.0,"juice, pomegranate, bottled",1.0,"pomegranate juice, bottled",1.0000007,"pomegranate juice, bottled"
"chickpeas (garbanzo beans, bengal gram), mature seeds, raw","chickpeas (garbanzo beans, bengal gram), mature seeds, raw",701,"chickpeas (garbanzo beans, bengal gram), mature seeds, raw",100.0,"chickpeas (garbanzo beans, bengal gram), mature seeds, raw",1.0000000000000002,"chickpeas (garbanzo beans, bengal gram), mature seeds, raw",0.9999997,"chickpeas (garbanzo beans, bengal gram), mature seeds, raw"
"spices, coriander leaf, dried","spices, coriander leaf, dried",702,"spices, coriander leaf, dried",100.0,"spices, coriander leaf, dried",1.0,"spices, coriander leaf, dried",1.0000001,"spices, coriander leaf, dried"
"spices, cumin seed","spices, cumin seed",703,"spices, cumin seed",100.0,"spices, cumin seed",1.0,"spices, cumin seed",0.9999996,"spices, cumin seed"
"beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised","beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",704,"beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",100.0,"beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",1.0000000000000002,"beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",1.0,"beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised"
"soup, tomato, canned, condensed","soup, tomato, canned, condensed",705,"soup, tomato, canned, condensed",100.0,"soup, tomato, canned, condensed",1.0,"soup, tomato, canned, condensed",0.9999995,"soup, tomato, canned, condensed"
"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw","pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",706,"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",100.0,"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",1.0,"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",1.0,"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw"
"pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw","pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, raw",707,"pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",91.05691056910568,"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",0.8434142742855447,"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",0.97649676,"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw"
"soymilk, original and vanilla, light, with added calcium, vitamins a and d","soymilk, original and vanilla, light, with added calcium, vitamins a and d",708,"soymilk, original and vanilla, light, with added calcium, vitamins a and d",100.0,"soymilk, original and vanilla, light, with added calcium, vitamins a and d",1.0,"soymilk, original and vanilla, light, with added calcium, vitamins a and d",1.0000004,"soymilk, original and vanilla, light, with added calcium, vitamins a and d"
"cereals ready-to-eat, kashi go lean crunch!, honey almond flax","cereals ready-to-eat, kashi go lean crunch!, honey almond flax",709,"cereals ready-to-eat, kashi go lean crunch!, honey almond flax",100.0,"cereals ready-to-eat, kashi go lean crunch!, honey almond flax",1.0,"cereals ready-to-eat, kashi go lean crunch!, honey almond flax",1.0000002,"cereals ready-to-eat, kashi go lean crunch!, honey almond flax"
"beans, baked, canned, with pork and sweet sauce","beans, baked, canned, with pork and sweet sauce",710,"beans, baked, canned, with pork and sweet sauce",100.0,"beans, baked, canned, with pork and sweet sauce",1.0,"beans, baked, canned, with pork and sweet sauce",1.0000004,"beans, baked, canned, with pork and sweet sauce"
"cheese, cream, fat free","cheese, cream, fat free",711,"cheese, cream, fat free",100.0,"cheese, cream, fat free",1.0000000000000002,"cheese, cream, fat free",0.9999997,"cheese, cream, fat free"
"cheese, cream, low fat","cheese, cream, low fat",712,"cheese, cream, low fat",100.0,"cheese, cream, low fat",1.0000000000000002,"cheese, cream, low fat",0.99999917,"cheese, cream, low fat"
"soup, chicken broth, less/reduced sodium, ready to serve","soup, chicken broth, canned, less/reduced sodium",713,"soup, chicken noodle, reduced sodium, canned, ready-to-serve",86.02150537634408,"soup, chicken broth, canned, less/reduced sodium",0.8308959891786446,"soup, chicken broth, canned, less/reduced sodium",0.971246,"soup, chicken noodle, reduced sodium, canned, ready-to-serve"
"beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated","coffee, brewed, espresso, restaurant-prepared, decaffeinated",714,"coffee, brewed, espresso, restaurant-prepared, decaffeinated",92.17391304347827,"coffee, brewed, espresso, restaurant-prepared, decaffeinated",0.962301644673736,"coffee, brewed, espresso, restaurant-prepared, decaffeinated",0.9746135,"beverage, horchata, as served in restaurant"
"candies, mars snackfood us, m&m's peanut butter chocolate candies","candies, mars snackfood us, m&m's peanut butter chocolate candies",715,"candies, mars snackfood us, m&m's peanut butter chocolate candies",100.0,"candies, mars snackfood us, m&m's peanut butter chocolate candies",1.0,"candies, mars snackfood us, m&m's peanut butter chocolate candies",1.0000001,"candies, mars snackfood us, m&m's peanut butter chocolate candies"
"beverages, carbonated, tonic water","carbonated beverage, tonic water",716,"carbonated beverage, tonic water",70.0,"carbonated beverage, tonic water",1.0000000000000002,"carbonated beverage, tonic water",0.98167026,"beverages, tea, hibiscus, brewed"
"soup, wonton, chinese restaurant","soup, wonton, chinese restaurant",717,"soup, wonton, chinese restaurant",100.0,"soup, wonton, chinese restaurant",1.0000000000000002,"soup, wonton, chinese restaurant",1.0000004,"soup, wonton, chinese restaurant"
"luncheon meat, pork with ham, minced, canned, includes spam (hormel)","luncheon meat, pork with ham, minced, canned, includes spam (hormel)",718,"luncheon meat, pork with ham, minced, canned, includes spam (hormel)",100.0,"luncheon meat, pork with ham, minced, canned, includes spam (hormel)",1.0,"luncheon meat, pork with ham, minced, canned, includes spam (hormel)",0.9999996,"luncheon meat, pork with ham, minced, canned, includes spam (hormel)"
"cranberry sauce, canned, sweetened","cranberry sauce, canned, sweetened",719,"cranberry sauce, canned, sweetened",100.0,"cranberry sauce, canned, sweetened",1.0,"cranberry sauce, canned, sweetened",0.99999994,"cranberry sauce, canned, sweetened"
"cereals ready-to-eat, kellogg, kellogg's rice krispies","cereals ready-to-eat, kellogg, kellogg's rice krispies",720,"cereals ready-to-eat, kellogg, kellogg's rice krispies",100.0,"cereals ready-to-eat, kellogg, kellogg's rice krispies",1.0000000000000002,"cereals ready-to-eat, kellogg, kellogg's rice krispies",1.0000001,"cereals ready-to-eat, kellogg, kellogg's rice krispies"
"sauce, worcestershire","sauce, worcestershire",721,"sauce, worcestershire",100.0,"sauce, worcestershire",1.0000000000000002,"sauce, worcestershire",1.0000001,"sauce, worcestershire"
"sauce, oyster, ready-to-serve","sauce, oyster, ready-to-serve",722,"sauce, oyster, ready-to-serve",100.0,"sauce, oyster, ready-to-serve",1.0000000000000002,"sauce, oyster, ready-to-serve",1.0000006,"sauce, oyster, ready-to-serve"
"pineapple juice, canned or bottled, unsweetened, without added ascorbic acid","pineapple juice, canned, unsweetened, without added ascorbic acid",723,"apple juice, canned or bottled, unsweetened, without added ascorbic acid",96.2962962962963,"pineapple juice, canned, unsweetened, with added ascorbic acid",0.9043534782491288,"pineapple juice, canned, unsweetened, without added ascorbic acid",0.98670423,"pineapple juice, canned, unsweetened, without added ascorbic acid"
"cereals ready-to-eat, post, honey bunches of oats, honey roasted","cereals ready-to-eat, post, honey bunches of oats, honey roasted",724,"cereals ready-to-eat, post, honey bunches of oats, honey roasted",100.0,"cereals ready-to-eat, post, honey bunches of oats, honey roasted",1.0,"cereals ready-to-eat, post, honey bunches of oats, honey roasted",0.99999994,"cereals ready-to-eat, post, honey bunches of oats, honey roasted"
chewing gum,chewing gum,725,chewing gum,100.0,chewing gum,1.0000000000000002,chewing gum,1.0000004,chewing gum
"chewing gum, sugarless","chewing gum, sugarless",726,"chewing gum, sugarless",100.0,"chewing gum, sugarless",1.0,"chewing gum, sugarless",1.0000007,"chewing gum, sugarless"
"soymilk (all flavors), nonfat, with added calcium, vitamins a and d","soymilk (all flavors), nonfat, with added calcium, vitamins a and d",727,"soymilk (all flavors), nonfat, with added calcium, vitamins a and d",100.0,"soymilk (all flavors), nonfat, with added calcium, vitamins a and d",1.0000000000000002,"soymilk (all flavors), nonfat, with added calcium, vitamins a and d",1.0000002,"soymilk (all flavors), nonfat, with added calcium, vitamins a and d"
"soup, stock, chicken, home-prepared","soup, stock, chicken, home-prepared",728,"soup, stock, chicken, home-prepared",100.0,"soup, stock, chicken, home-prepared",1.0,"soup, stock, chicken, home-prepared",1.0000002,"soup, stock, chicken, home-prepared"
"snacks, m&m mars, combos snacks cheddar cheese pretzel","snacks, m&m mars, combos snacks cheddar cheese pretzel",729,"snacks, m&m mars, combos snacks cheddar cheese pretzel",100.0,"snacks, m&m mars, combos snacks cheddar cheese pretzel",1.0,"snacks, m&m mars, combos snacks cheddar cheese pretzel",0.9999995,"snacks, m&m mars, combos snacks cheddar cheese pretzel"
"soup, bean with pork, canned, condensed","soup, bean with pork, canned, condensed",730,"soup, bean with pork, canned, condensed",100.0,"soup, bean with pork, canned, condensed",1.0000000000000002,"soup, bean with pork, canned, condensed",1.0000005,"soup, bean with pork, canned, condensed"
"beans, kidney, all types, mature seeds, cooked, boiled, without salt","beans, kidney, all types, mature seeds, cooked, boiled, without salt",731,"beans, kidney, all types, mature seeds, cooked, boiled, without salt",100.0,"beans, kidney, all types, mature seeds, cooked, boiled, without salt",1.0000000000000002,"beans, kidney, all types, mature seeds, cooked, boiled, without salt",0.9999998,"beans, kidney, all types, mature seeds, cooked, boiled, without salt"
"snacks, corn-based, extruded, chips, plain","snacks, corn-based, extruded, chips, plain",732,"snacks, corn-based, extruded, chips, plain",100.0,"snacks, corn-based, extruded, chips, plain",1.0000000000000002,"snacks, corn-based, extruded, chips, plain",1.0000002,"snacks, corn-based, extruded, chips, plain"
"spices, oregano, dried","spices, oregano, dried",733,"spices, oregano, dried",100.0,"spices, oregano, dried",1.0,"spices, oregano, dried",1.0000002,"spices, oregano, dried"
"alcoholic beverage, rice (sake)","alcoholic beverage, rice (sake)",734,"alcoholic beverage, rice (sake)",100.0,"alcoholic beverage, rice (sake)",1.0000000000000002,"alcoholic beverage, rice (sake)",0.99999964,"alcoholic beverage, rice (sake)"
"pork, cured, bacon, unprepared","pork, cured, bacon, raw",735,"pork, cured, bacon, raw",80.0,"pork, cured, bacon, raw",0.8199903701918558,"pork, cured, bacon, raw",0.9509689,"pork, cured, bacon, raw"
"candies, jellybeans","candies, jellybeans",736,"candies, jellybeans",100.0,"candies, jellybeans",1.0,"candies, jellybeans",1.0000004,"candies, jellybeans"
"cereals ready-to-eat, quaker, cap'n crunch with crunchberries","cereals ready-to-eat, quaker, cap'n crunch with crunchberries",737,"cereals ready-to-eat, quaker, cap'n crunch with crunchberries",100.0,"cereals ready-to-eat, quaker, cap'n crunch with crunchberries",1.0000000000000002,"cereals ready-to-eat, quaker, cap'n crunch with crunchberries",1.0000001,"cereals ready-to-eat, quaker, cap'n crunch with crunchberries"
"beverages, coca-cola, powerade, lemon-lime flavored, ready-to-drink","sports drink, coca-cola, powerade, lemon-lime flavored, ready-to-drink",738,"sports drink, coca-cola, powerade, lemon-lime flavored, ready-to-drink",85.47008547008546,"sports drink, coca-cola, powerade, lemon-lime flavored, ready-to-drink",0.8732004571973209,"sports drink, coca-cola, powerade, lemon-lime flavored, ready-to-drink",0.9722304,"beverage, horchata, as served in restaurant"
"okra, frozen, cooked, boiled, drained, without salt","okra, frozen, cooked, boiled, drained, without salt",739,"okra, frozen, cooked, boiled, drained, without salt",100.0,"okra, frozen, cooked, boiled, drained, without salt",1.0000000000000002,"okra, frozen, cooked, boiled, drained, without salt",1.0000007,"okra, frozen, cooked, boiled, drained, without salt"
"cereals ready-to-eat, kellogg, special k, fruit & yogurt","cereals ready-to-eat, kellogg, special k, fruit & yogurt",740,"cereals ready-to-eat, kellogg, special k, fruit & yogurt",100.0,"cereals ready-to-eat, kellogg, special k, fruit & yogurt",1.0000000000000002,"cereals ready-to-eat, kellogg, special k, fruit & yogurt",0.99999976,"cereals ready-to-eat, kellogg, special k, fruit & yogurt"
"soup, stock, fish, home-prepared","soup, stock, fish, home-prepared",741,"soup, stock, fish, home-prepared",100.0,"soup, stock, fish, home-prepared",1.0000000000000002,"soup, stock, fish, home-prepared",0.9999997,"soup, stock, fish, home-prepared"
"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw","pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw",742,"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw",100.0,"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw",1.0000000000000002,"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw",0.9999997,"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw"
"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, with added solution, raw","pork, fresh, enhanced, shoulder, (boston butt), blade (steaks), separable lean only, raw",743,"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean and fat, raw",92.19858156028369,"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw",0.8643248305602083,"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw",0.98336273,"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw"
"pork, fresh, loin, whole, separable lean and fat, cooked, roasted","pork, fresh, loin, whole, separable lean and fat, cooked, roasted",744,"pork, fresh, loin, whole, separable lean and fat, cooked, roasted",100.0,"pork, fresh, loin, whole, separable lean and fat, cooked, roasted",1.0,"pork, fresh, loin, whole, separable lean and fat, cooked, roasted",1.0000005,"pork, fresh, loin, whole, separable lean and fat, cooked, roasted"
"seaweed, wakame, raw","seaweed, wakame, raw",745,"seaweed, wakame, raw",100.0,"seaweed, wakame, raw",1.0000000000000002,"seaweed, wakame, raw",1.0000006,"seaweed, wakame, raw"
"soymilk, chocolate, with added calcium, vitamins a and d","soymilk, chocolate, with added calcium, vitamins a and d",746,"soymilk, chocolate, with added calcium, vitamins a and d",100.0,"soymilk, chocolate, with added calcium, vitamins a and d",1.0000000000000002,"soymilk, chocolate, with added calcium, vitamins a and d",0.99999994,"soymilk, chocolate, with added calcium, vitamins a and d"
"beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted","beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",747,"beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",100.0,"beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",1.0,"beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",1.0000001,"beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted"
"cereals ready-to-eat, general mills, wheaties","cereals ready-to-eat, general mills, wheaties",748,"cereals ready-to-eat, general mills, wheaties",100.0,"cereals ready-to-eat, general mills, wheaties",1.0000000000000002,"cereals ready-to-eat, general mills, wheaties",1.0000001,"cereals ready-to-eat, general mills, wheaties"
"tomato products, canned, puree, with salt added","tomato products, canned, puree, with salt added",749,"tomato products, canned, puree, with salt added",100.0,"tomato products, canned, puree, with salt added",1.0,"tomato products, canned, puree, with salt added",1.0000004,"tomato products, canned, puree, with salt added"
vegetarian meatloaf or patties,vegetarian meatloaf or patties,750,vegetarian meatloaf or patties,100.0,vegetarian meatloaf or patties,1.0000000000000002,vegetarian meatloaf or patties,1.0000005,vegetarian meatloaf or patties
"spices, garlic powder","spices, garlic powder",751,"spices, garlic powder",100.0,"spices, garlic powder",1.0000000000000002,"spices, garlic powder",1.0000004,"spices, garlic powder"
"pie, banana cream, prepared from recipe","pie, banana cream, prepared from recipe",752,"pie, banana cream, prepared from recipe",100.0,"pie, banana cream, prepared from recipe",1.0000000000000002,"pie, banana cream, prepared from recipe",1.0000001,"pie, banana cream, prepared from recipe"
"candies, hershey's skor toffee bar","candies, skor toffee bar",753,"candies, skor toffee bar",80.76923076923077,"candies, skor toffee bar",0.8787042997131539,"candies, skor toffee bar",0.98572356,"candies, skor toffee bar"
"cookies, shortbread, commercially prepared, plain","cookies, shortbread, commercially prepared, plain",754,"cookies, shortbread, commercially prepared, plain",100.0,"cookies, shortbread, commercially prepared, plain",1.0,"cookies, shortbread, commercially prepared, plain",1.0000001,"cookies, shortbread, commercially prepared, plain"
"oil, canola","oil, canola",755,"oil, canola",100.0,canola oil,1.0000000000000002,"oil, canola",1.0000001,"oil, canola"
"beverages, wine, non-alcoholic","wine, non-alcoholic",756,"wine, non-alcoholic",80.0,"wine, non-alcoholic",0.9049866436953009,"wine, non-alcoholic",0.96838933,"bagels, cinnamon-raisin"
"plantains, yellow, raw","plantains, raw",757,"onion [yellow], raw",80.0,"plantains, raw",0.8292790301063306,"plantains, raw",0.9750802,"plantains, green, raw"
"spices, turmeric, ground","spices, turmeric, ground",758,"spices, turmeric, ground",100.0,"spices, turmeric, ground",1.0000000000000002,"spices, turmeric, ground",0.99999964,"spices, turmeric, ground"
"snacks, pretzels, hard, plain, made with enriched flour, unsalted","snacks, pretzels, hard, plain, made with enriched flour, unsalted",759,"snacks, pretzels, hard, plain, made with enriched flour, unsalted",100.0,"snacks, pretzels, hard, plain, made with enriched flour, unsalted",1.0,"snacks, pretzels, hard, plain, made with enriched flour, unsalted",1.0000006,"snacks, pretzels, hard, plain, made with enriched flour, unsalted"
"bread, egg","bread, egg",760,"bread, egg",100.0,"bread, egg",1.0000000000000002,"bread, egg",0.99999994,"bread, egg"
"cereals ready-to-eat, post, grape-nuts cereal","cereals ready-to-eat, post, grape-nuts cereal",761,"cereals ready-to-eat, post, grape-nuts cereal",100.0,"cereals ready-to-eat, post, grape-nuts cereal",1.0,"cereals ready-to-eat, post, grape-nuts cereal",1.0000005,"cereals ready-to-eat, post, grape-nuts cereal"
"cereals ready-to-eat, post raisin bran cereal","cereals ready-to-eat, post raisin bran cereal",762,"cereals ready-to-eat, post raisin bran cereal",100.0,"cereals ready-to-eat, post raisin bran cereal",1.0,"cereals ready-to-eat, post raisin bran cereal",1.0000001,"cereals ready-to-eat, post raisin bran cereal"
"cereals ready-to-eat, kellogg, kellogg's froot loops","cereals ready-to-eat, kellogg, kellogg's froot loops",763,"cereals ready-to-eat, kellogg, kellogg's froot loops",100.0,"cereals ready-to-eat, kellogg, kellogg's froot loops",1.0,"cereals ready-to-eat, kellogg, kellogg's froot loops",0.99999905,"cereals ready-to-eat, kellogg, kellogg's froot loops"
"frankfurter, turkey","frankfurter, turkey",764,"frankfurter, turkey",100.0,"frankfurter, turkey",1.0000000000000002,"frankfurter, turkey",0.99999934,"frankfurter, turkey"
"sauce, tartar, ready-to-serve","sauce, tartar, ready-to-serve",765,"sauce, tartar, ready-to-serve",100.0,"sauce, tartar, ready-to-serve",1.0000000000000002,"sauce, tartar, ready-to-serve",1.0000001,"sauce, tartar, ready-to-serve"
"soy sauce made from soy and wheat (shoyu), low sodium","soy sauce made from soy and wheat (shoyu), low sodium",766,"soy sauce made from soy and wheat (shoyu), low sodium",100.0,"soy sauce made from soy and wheat (shoyu), low sodium",1.0000000000000002,"soy sauce made from soy and wheat (shoyu), low sodium",0.99999976,"soy sauce made from soy and wheat (shoyu), low sodium"
"snacks, fruit leather, rolls","snacks, fruit leather, rolls",767,"snacks, fruit leather, rolls",100.0,"snacks, fruit leather, rolls",1.0,"snacks, fruit leather, rolls",1.0000005,"snacks, fruit leather, rolls"
"snacks, fruit leather, pieces","snacks, fruit leather, pieces",768,"snacks, fruit leather, pieces",100.0,"snacks, fruit leather, pieces",1.0000000000000004,"snacks, fruit leather, pieces",1.0000004,"snacks, fruit leather, pieces"
"cookies, peanut butter sandwich, regular","cookies, peanut butter sandwich, regular",769,"cookies, peanut butter sandwich, regular",100.0,"cookies, peanut butter sandwich, regular",1.0,"cookies, peanut butter sandwich, regular",0.9999998,"cookies, peanut butter sandwich, regular"
"soup, chicken mushroom, canned, condensed","soup, chicken mushroom, canned, condensed",770,"soup, chicken mushroom, canned, condensed",100.0,"soup, chicken mushroom, canned, condensed",1.0000000000000002,"soup, chicken mushroom, canned, condensed",1.0,"soup, chicken mushroom, canned, condensed"
