"food_id","food_name","orig_food_id","orig_food_common_name_uncleaned","orig_food_common_name","citation","food_V2_ID"
641,"Ice cream","19882","Ice creams, BREYERS, No Sugar Added, Vanilla","ice creams breyers no sugar added vanilla","USDA",4959
641,"Ice cream","19883","Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl","ice creams breyers no sugar added vanilla fudge twirl","USDA",4960
641,"Ice cream","19884","Ice creams, BREYERS, No Sugar Added, Vanilla Chocolate Strawberry","ice creams breyers no sugar added vanilla chocolate strawberry","USDA",4961
641,"Ice cream","19893","Ice creams, BREYERS, All Natural Light French Chocolate","ice creams breyers all natural light french chocolate","USDA",4962
641,"Ice cream","19894","Ice creams, BREYERS, 98% Fat Free Chocolate","ice creams breyers 98 fat free chocolate","USDA",4963
641,"Ice cream","19895","Ice creams, BREYERS, No Sugar Added, Chocolate Caramel","ice creams breyers no sugar added chocolate caramel","USDA",4964
641,"Ice cream","19898","Ice creams, regular, low carbohydrate, vanilla","ice creams regular low carbohydrate vanilla","USDA",4965
641,"Ice cream","19899","Ice creams, regular, low carbohydrate, chocolate","ice creams regular low carbohydrate chocolate","USDA",4966
641,"Ice cream","21028","Fast foods, vanilla, light, soft-serve ice cream, with cone","fast vanilla light soft serve ice cream with cone","USDA",4967
641,"Ice cream","21032","Fast foods, sundae, caramel","fast sundae caramel","USDA",4968
641,"Ice cream","21033","Fast foods, sundae, hot fudge","fast sundae hot fudge","USDA",4969
641,"Ice cream","21034","Fast foods, sundae, strawberry","fast sundae strawberry","USDA",4970
641,"Ice cream","21333","McDONALD'S, Vanilla Reduced Fat Ice Cream Cone","mcdonald's vanilla reduced fat ice cream cone","USDA",4971
641,"Ice cream","21334","McDONALD'S, Strawberry Sundae","mcdonald's strawberry sundae","USDA",4972
641,"Ice cream","21335","McDONALD'S, Hot Caramel Sundae","mcdonald's hot caramel sundae","USDA",4973
641,"Ice cream","21336","McDONALD'S, Hot Fudge Sundae","mcdonald's hot fudge sundae","USDA",4974
641,"Ice cream","21338","McDONALD'S, McFLURRY with M&M'S CANDIES","mcdonald's mcflurry with m&m's candies","USDA",4975
641,"Ice cream","21339","McDONALD'S, McFLURRY with OREO cookies","mcdonald's mcflurry with oreo cookies","USDA",4976
641,"Ice cream","21412","Light Ice Cream, soft serve, blended with milk chocolate candies","light ice cream soft serve blended with milk chocolate candies","USDA",4977
641,"Ice cream","21413","Light Ice Cream, soft serve, blended with cookie pieces","light ice cream soft serve blended with cookie pieces","USDA",4978
641,"Ice cream","43269","Frozen novelties, ice cream type, sundae, prepackaged","frozen novelties ice cream type sundae prepackaged","USDA",4979
641,"Ice cream","43541","Ice creams, chocolate, rich","ice creams chocolate rich","USDA",4980
642,"Gin","1062","Gin","gin","DTU",4981
642,"Gin","14049","Alcoholic beverage, distilled, gin, 90 proof","alcoholic beverage distilled gin 90 proof","USDA",4982
643,"Honey","0081","Honey","honey","DTU",4983
643,"Honey","21312","McDONALD'S, Honey","mcdonald's honey","USDA",4984
644,"Liquorice","0445","Liquorice allsorts","liquorice allsorts","DTU",4985
644,"Liquorice","1104","Liquorice, average values","liquorice average values","DTU",4986
644,"Liquorice","1105","Liquorice, salt","liquorice salt","DTU",4987
644,"Liquorice","1106","Liquorice, sweet","liquorice sweet","DTU",4988
645,"Vinegar","0046","Vinegar","vinegar","DTU",4989
645,"Vinegar","02048","Vinegar, cider","vinegar cider","USDA",4990
645,"Vinegar","02053","Vinegar, distilled","vinegar distilled","USDA",4991
645,"Vinegar","02068","Vinegar, red wine","vinegar red wine","USDA",4992
645,"Vinegar","02069","Vinegar, balsamic","vinegar balsamic","USDA",4993
646,"Rum","1077","Rum","rum","DTU",4994
646,"Rum","14050","Alcoholic beverage, distilled, rum, 80 proof","alcoholic beverage distilled rum 80 proof","USDA",4995
647,"Port wine","0407","Port","port","DTU",4996
648,"Vermouth","0411","Vermouth, dry","vermouth dry","DTU",4997
648,"Vermouth","0412","Vermouth, sweet","vermouth sweet","DTU",4998
649,"Sherry","0408","Sherry, dry","sherry dry","DTU",4999
649,"Sherry","0409","Sherry, medium","sherry medium","DTU",5000
649,"Sherry","0410","Sherry, sweet","sherry sweet","DTU",5001
650,"Madeira wine","0601","Madeira","madeira","DTU",5002
651,"Nougat","2008","Nougat","nougat","DTU",5003
651,"Nougat","43046","Candies, nougat, with almonds","candies nougat with almonds","USDA",5004
653,"Toffee","0441","Toffees, mixed","toffees mixed","DTU",5005
653,"Toffee","1179","Toffees, unspecified","toffees unspecified","DTU",5006
654,"Cake","18019","Bread, banana, prepared from recipe, made with margarine","bread banana prepared from recipe made with margarine","USDA",5007
654,"Cake","18086","Cake, angelfood, commercially prepared","cake angelfood commercially prepared","USDA",5008
654,"Cake","18087","Cake, angelfood, dry mix","cake angelfood dry mix","USDA",5009
654,"Cake","18088","Cake, angelfood, dry mix, prepared","cake angelfood dry mix prepared","USDA",5010
654,"Cake","18090","Cake, boston cream pie, commercially prepared","cake boston cream pie commercially prepared","USDA",5011
654,"Cake","18092","Cake, carrot, dry mix, pudding-type","cake carrot dry mix pudding type","USDA",5012
654,"Cake","18095","Cake, cherry fudge with chocolate frosting","cake cherry fudge with chocolate frosting","USDA",5013
654,"Cake","18096","Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery","cake chocolate commercially prepared with chocolate frosting store bakery","USDA",5014
654,"Cake","18097","Cake, chocolate, dry mix, pudding-type","cake chocolate dry mix pudding type","USDA",5015
654,"Cake","18099","Cake, chocolate, dry mix, regular","cake chocolate dry mix regular","USDA",5016
654,"Cake","18101","Cake, chocolate, prepared from recipe without frosting","cake chocolate prepared from recipe without frosting","USDA",5017
654,"Cake","18102","Cake, white, prepared from recipe with coconut frosting","cake white prepared from recipe with coconut frosting","USDA",5018
654,"Cake","18103","Coffeecake, cheese","coffeecake cheese","USDA",5019
654,"Cake","18104","Coffeecake, cinnamon with crumb topping, commercially prepared, enriched","coffeecake cinnamon with crumb topping commercially prepared enriched","USDA",5020
654,"Cake","18105","Coffeecake, creme-filled with chocolate frosting","coffeecake creme filled with chocolate frosting","USDA",5021
654,"Cake","18106","Coffeecake, fruit","coffeecake fruit","USDA",5022
654,"Cake","18107","Coffeecake, cinnamon with crumb topping, dry mix","coffeecake cinnamon with crumb topping dry mix","USDA",5023
654,"Cake","18108","Coffeecake, cinnamon with crumb topping, dry mix, prepared","coffeecake cinnamon with crumb topping dry mix prepared","USDA",5024
654,"Cake","18110","Cake, fruitcake, commercially prepared","cake fruitcake commercially prepared","USDA",5025
654,"Cake","18112","Cake, german chocolate, dry mix, pudding-type","cake german chocolate dry mix pudding type","USDA",5026
654,"Cake","18114","Cake, gingerbread, dry mix","cake gingerbread dry mix","USDA",5027
654,"Cake","18116","Cake, gingerbread, prepared from recipe","cake gingerbread prepared from recipe","USDA",5028
654,"Cake","18117","Cake, marble, dry mix, pudding-type","cake marble dry mix pudding type","USDA",5029
654,"Cake","18119","Cake, pineapple upside-down, prepared from recipe","cake pineapple upside down prepared from recipe","USDA",5030
654,"Cake","18120","Cake, pound, commercially prepared, butter","cake pound commercially prepared butter","USDA",5031
654,"Cake","18121","Cake, pound, commercially prepared, other than all butter, enriched","cake pound commercially prepared other than all butter enriched","USDA",5032
654,"Cake","18126","Cake, shortcake, biscuit-type, prepared from recipe","cake shortcake biscuit type prepared from recipe","USDA",5033
654,"Cake","18127","Cake, snack cakes, creme-filled, chocolate with frosting","cake snack cakes creme filled chocolate with frosting","USDA",5034
654,"Cake","18128","Cake, snack cakes, creme-filled, sponge","cake snack cakes creme filled sponge","USDA",5035
654,"Cake","18131","Cake, white, dry mix, special dietary (includes lemon-flavored)","cake white dry mix special dietary includes lemon flavored","USDA",5036
654,"Cake","18133","Cake, sponge, commercially prepared","cake sponge commercially prepared","USDA",5037
654,"Cake","18134","Cake, sponge, prepared from recipe","cake sponge prepared from recipe","USDA",5038
654,"Cake","18135","Cake, white, dry mix, pudding-type, enriched","cake white dry mix pudding type enriched","USDA",5039
654,"Cake","18137","Cake, white, dry mix, regular","cake white dry mix regular","USDA",5040
654,"Cake","18139","Cake, white, prepared from recipe without frosting","cake white prepared from recipe without frosting","USDA",5041
654,"Cake","18140","Cake, yellow, commercially prepared, with chocolate frosting, in-store bakery","cake yellow commercially prepared with chocolate frosting store bakery","USDA",5042
654,"Cake","18141","Cake, yellow, commercially prepared, with vanilla frosting","cake yellow commercially prepared with vanilla frosting","USDA",5043
654,"Cake","18142","Cake, yellow, dry mix, pudding-type","cake yellow dry mix pudding type","USDA",5044
654,"Cake","18144","Cake, yellow, dry mix, regular, enriched","cake yellow dry mix regular enriched","USDA",5045
654,"Cake","18146","Cake, yellow, prepared from recipe without frosting","cake yellow prepared from recipe without frosting","USDA",5046
654,"Cake","18147","Cheesecake commercially prepared","cheesecake commercially prepared","USDA",5047
654,"Cake","18148","Cheesecake prepared from mix, no-bake type","cheesecake prepared from mix no bake type","USDA",5048
654,"Cake","18417","Coffeecake, cinnamon with crumb topping, commercially prepared, unenriched","coffeecake cinnamon with crumb topping commercially prepared unenriched","USDA",5049
654,"Cake","18418","Cake, pound, commercially prepared, other than all butter, unenriched","cake pound commercially prepared other than all butter unenriched","USDA",5050
654,"Cake","18419","Cake, white, dry mix, pudding-type, unenriched","cake white dry mix pudding type unenriched","USDA",5051
654,"Cake","18420","Cake, yellow, dry mix, regular, unenriched","cake yellow dry mix regular unenriched","USDA",5052
654,"Cake","18451","Cake, pound, commercially prepared, fat-free","cake pound commercially prepared fat free","USDA",5053
654,"Cake","18452","Cake, snack cakes, cupcakes, chocolate, with frosting, low-fat","cake snack cakes cupcakes chocolate with frosting low fat","USDA",5054
654,"Cake","18453","Cake, yellow, dry mix, light","cake yellow dry mix light","USDA",5055
654,"Cake","18642","GENERAL MILLS, BETTY CROCKER SUPERMOIST Yellow Cake Mix, dry","general mills betty crocker supermoist yellow cake mix dry","USDA",5056
654,"Cake","18953","Bread, salvadoran sweet cheese (quesadilla salvadorena)","bread salvadoran sweet cheese quesadilla salvadorena","USDA",5057
654,"Cake","18957","Cake, pound, BIMBO Bakeries USA, Panque Casero, home baked style","cake pound bimbo bakeries usa panque casero home baked style","USDA",5058
655,"Pizza","0992","Pizza Napolitana, frozen","pizza napolitana frozen","DTU",5059
655,"Pizza","0995","Pizza Romana, frozen","pizza romana frozen","DTU",5060
655,"Pizza","0500","Pizza, frozen, average values","pizza frozen average values","DTU",5061
655,"Pizza","21224","Pizza, cheese topping, regular crust, frozen, cooked","pizza cheese topping regular crust frozen cooked","USDA",5062
655,"Pizza","21225","Pizza, cheese topping, rising crust, frozen, cooked","pizza cheese topping rising crust frozen cooked","USDA",5063
655,"Pizza","21226","Pizza, meat and vegetable topping, regular crust, frozen, cooked","pizza meat vegetable topping regular crust frozen cooked","USDA",5064
655,"Pizza","21227","Pizza, meat and vegetable topping, rising crust, frozen, cooked","pizza meat vegetable topping rising crust frozen cooked","USDA",5065
655,"Pizza","21271","PIZZA HUT 12"" Cheese Pizza, Hand-Tossed Crust","pizza hut 12"" cheese pizza hand tossed crust","USDA",5066
655,"Pizza","21272","PIZZA HUT 12"" Cheese Pizza, Pan Crust","pizza hut 12"" cheese pizza pan crust","USDA",5067
655,"Pizza","21273","PIZZA HUT 12"" Cheese Pizza, THIN 'N CRISPY Crust","pizza hut 12"" cheese pizza thin 'n crispy crust","USDA",5068
655,"Pizza","21274","PIZZA HUT 12"" Pepperoni Pizza, Hand-Tossed Crust","pizza hut 12"" pepperoni pizza hand tossed crust","USDA",5069
655,"Pizza","21275","PIZZA HUT 12"" Pepperoni Pizza, Pan Crust","pizza hut 12"" pepperoni pizza pan crust","USDA",5070
655,"Pizza","21276","PIZZA HUT 12"" Super Supreme Pizza, Hand-Tossed Crust","pizza hut 12"" super supreme pizza hand tossed crust","USDA",5071
655,"Pizza","21277","DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust","domino's 14"" cheese pizza classic hand tossed crust","USDA",5072
655,"Pizza","21278","DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust","domino's 14"" cheese pizza ultimate deep dish crust","USDA",5073
655,"Pizza","21279","DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust","domino's 14"" cheese pizza crunchy thin crust","USDA",5074
655,"Pizza","21280","DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust","domino's 14"" pepperoni pizza classic hand tossed crust","USDA",5075
655,"Pizza","21281","DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust","domino's 14"" pepperoni pizza ultimate deep dish crust","USDA",5076
655,"Pizza","21282","DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza, Classic Hand-Tossed Crust","domino's 14"" extravaganzza feast pizza classic hand tossed crust","USDA",5077
655,"Pizza","21283","PAPA JOHN'S 14"" Cheese Pizza, Original Crust","papa john's 14"" cheese pizza original crust","USDA",5078
655,"Pizza","21284","PAPA JOHN'S 14"" Pepperoni Pizza, Original Crust","papa john's 14"" pepperoni pizza original crust","USDA",5079
655,"Pizza","21285","PAPA JOHN'S 14"" The Works Pizza, Original Crust","papa john's 14"" the works pizza original crust","USDA",5080
655,"Pizza","21286","PAPA JOHN'S 14"" Cheese Pizza, Thin Crust","papa john's 14"" cheese pizza thin crust","USDA",5081
655,"Pizza","21287","LITTLE CAESARS 14"" Original Round Cheese Pizza, Regular Crust","little caesars 14"" original round cheese pizza regular crust","USDA",5082
655,"Pizza","21288","LITTLE CAESARS 14"" Original Round Pepperoni Pizza, Regular Crust","little caesars 14"" original round pepperoni pizza regular crust","USDA",5083
655,"Pizza","21289","LITTLE CAESARS 14"" Original Round Meat and Vegetable Pizza, Regular Crust","little caesars 14"" original round meat vegetable pizza regular crust","USDA",5084
655,"Pizza","21290","LITTLE CAESARS 14"" Cheese Pizza, Large Deep Dish Crust","little caesars 14"" cheese pizza large deep dish crust","USDA",5085
655,"Pizza","21291","LITTLE CAESARS 14"" Pepperoni Pizza, Large Deep Dish Crust","little caesars 14"" pepperoni pizza large deep dish crust","USDA",5086
655,"Pizza","21292","LITTLE CAESARS 14"" Cheese Pizza, Thin Crust","little caesars 14"" cheese pizza thin crust","USDA",5087
655,"Pizza","21293","PIZZA HUT 14"" Cheese Pizza, Hand-Tossed Crust","pizza hut 14"" cheese pizza hand tossed crust","USDA",5088
655,"Pizza","21294","PIZZA HUT 14"" Cheese Pizza, Pan Crust","pizza hut 14"" cheese pizza pan crust","USDA",5089
655,"Pizza","21295","PIZZA HUT 14"" Cheese Pizza, THIN 'N CRISPY Crust","pizza hut 14"" cheese pizza thin 'n crispy crust","USDA",5090
655,"Pizza","21296","PIZZA HUT 14"" Pepperoni Pizza, Hand-Tossed Crust","pizza hut 14"" pepperoni pizza hand tossed crust","USDA",5091
655,"Pizza","21297","PIZZA HUT 14"" Pepperoni Pizza, Pan Crust","pizza hut 14"" pepperoni pizza pan crust","USDA",5092
655,"Pizza","21298","PIZZA HUT 14"" Super Supreme Pizza, Hand-Tossed Crust","pizza hut 14"" super supreme pizza hand tossed crust","USDA",5093
655,"Pizza","21299","Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust","fast pizza chain 14"" pizza cheese topping regular crust","USDA",5094
655,"Pizza","21300","Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust","fast pizza chain 14"" pizza cheese topping thick crust","USDA",5095
655,"Pizza","21301","Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust","fast pizza chain 14"" pizza cheese topping thin crust","USDA",5096
655,"Pizza","21302","Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust","fast pizza chain 14"" pizza pepperoni topping regular crust","USDA",5097
655,"Pizza","21303","Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust","fast pizza chain 14"" pizza pepperoni topping thick crust","USDA",5098
655,"Pizza","21304","Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust","fast pizza chain 14"" pizza meat vegetable topping regular crust","USDA",5099
655,"Pizza","21473","DIGIORNO Pizza, cheese topping, cheese stuffed crust, frozen, baked","digiorno pizza cheese topping cheese stuffed crust frozen baked","USDA",5100
655,"Pizza","21474","DIGIORNO Pizza, cheese topping, rising crust, frozen, baked","digiorno pizza cheese topping rising crust frozen baked","USDA",5101
655,"Pizza","21475","DIGIORNO Pizza, cheese topping, thin crispy crust, frozen, baked","digiorno pizza cheese topping thin crispy crust frozen baked","USDA",5102
655,"Pizza","21476","DIGIORNO Pizza, pepperoni topping, cheese stuffed crust, frozen, baked","digiorno pizza pepperoni topping cheese stuffed crust frozen baked","USDA",5103
655,"Pizza","21477","DIGIORNO Pizza, pepperoni topping, rising crust, frozen, baked","digiorno pizza pepperoni topping rising crust frozen baked","USDA",5104
655,"Pizza","21478","DIGIORNO Pizza, pepperoni topping, thin crispy crust, frozen, baked","digiorno pizza pepperoni topping thin crispy crust frozen baked","USDA",5105
655,"Pizza","21479","DIGIORNO Pizza, supreme topping, rising crust, frozen, baked","digiorno pizza supreme topping rising crust frozen baked","USDA",5106
655,"Pizza","21480","DIGIORNO Pizza, supreme topping, thin crispy crust, frozen, baked","digiorno pizza supreme topping thin crispy crust frozen baked","USDA",5107
655,"Pizza","21482","Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust","fast pizza chain 14"" pizza sausage topping thick crust","USDA",5108
655,"Pizza","21483","Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust","fast pizza chain 14"" pizza sausage topping thin crust","USDA",5109
655,"Pizza","21484","Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust","fast pizza chain 14"" pizza sausage topping regular crust","USDA",5110
655,"Pizza","21485","Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust","fast pizza chain 14"" pizza pepperoni topping thin crust","USDA",5111
655,"Pizza","21491","PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust","pizza hut 14"" pepperoni pizza thin 'n crispy crust","USDA",5112
655,"Pizza","21492","DOMINO'S 14"" Pepperoni Pizza, Crunchy Thin Crust","domino's 14"" pepperoni pizza crunchy thin crust","USDA",5113
655,"Pizza","21493","DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust","domino's 14"" sausage pizza crunchy thin crust","USDA",5114
655,"Pizza","21494","DOMINO'S 14"" Sausage Pizza, Classic Hand-Tossed Crust","domino's 14"" sausage pizza classic hand tossed crust","USDA",5115
655,"Pizza","21495","DOMINO'S 14"" Sausage Pizza, Ultimate Deep Dish Crust","domino's 14"" sausage pizza ultimate deep dish crust","USDA",5116
655,"Pizza","21496","PIZZA HUT 14"" Sausage Pizza, THIN 'N CRISPY Crust","pizza hut 14"" sausage pizza thin 'n crispy crust","USDA",5117
655,"Pizza","21497","PIZZA HUT 14"" Sausage Pizza, Hand-Tossed Crust","pizza hut 14"" sausage pizza hand tossed crust","USDA",5118
655,"Pizza","21498","PIZZA HUT 14"" Sausage Pizza, Pan Crust","pizza hut 14"" sausage pizza pan crust","USDA",5119
655,"Pizza","21499","KASHI Pizza, Roasted Vegetable","kashi pizza roasted vegetable","USDA",5120
655,"Pizza","21500","KASHI Pizza, Mushroom Trio & Spinach","kashi pizza mushroom trio & spinach","USDA",5121
655,"Pizza","21501","KASHI Pizza, Margherita","kashi pizza margherita","USDA",5122
655,"Pizza","21502","KASHI Pizza, Basil Pesto","kashi pizza basil pesto","USDA",5123
655,"Pizza","21503","KASHI Pizza, Mediterranean","kashi pizza mediterranean","USDA",5124
655,"Pizza","22903","Pizza, pepperoni topping, regular crust, frozen, cooked","pizza pepperoni topping regular crust frozen cooked","USDA",5125
656,"Ymer","0332","Ymer","ymer","DTU",5126
656,"Ymer","0331","Ymer, low fat","ymer low fat","DTU",5127
657,"Other snack food","1334","Snacks, expanded, cornbased","snacks expanded cornbased","DTU",5128
657,"Other snack food","1333","Snacks, expanded, potatobasis","snacks expanded potatobasis","DTU",5129
657,"Other snack food","1335","Snacks, extruded, cornbased","snacks extruded cornbased","DTU",5130
657,"Other snack food","07921","Bacon and beef sticks","bacon beef sticks","USDA",5131
657,"Other snack food","19009","Snacks, KRAFT, CORNNUTS, plain","snacks kraft cornnuts plain","USDA",5132
657,"Other snack food","19013","Snacks, fruit leather, pieces","snacks fruit leather pieces","USDA",5133
657,"Other snack food","19014","Snacks, fruit leather, rolls","snacks fruit leather rolls","USDA",5134
657,"Other snack food","19031","Snacks, oriental mix, rice-based","snacks oriental mix rice based","USDA",5135
657,"Other snack food","19033","Snacks, GENERAL MILLS, CHEX MIX, traditional flavor","snacks general mills chex mix traditional flavor","USDA",5136
657,"Other snack food","19047","Snacks, pretzels, hard, plain, salted","snacks pretzels hard plain salted","USDA",5137
657,"Other snack food","19048","Snacks, pretzels, hard, confectioner's coating, chocolate-flavor","snacks pretzels hard confectioner's coating chocolate flavor","USDA",5138
657,"Other snack food","19049","Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel","snacks m&m mars combos snacks cheddar cheese pretzel","USDA",5139
657,"Other snack food","19050","Snacks, pretzels, hard, whole-wheat","snacks pretzels hard whole wheat","USDA",5140
657,"Other snack food","19051","Snacks, rice cakes, brown rice, plain","snacks rice cakes brown rice plain","USDA",5141
657,"Other snack food","19052","Snacks, rice cakes, brown rice, buckwheat","snacks rice cakes brown rice buckwheat","USDA",5142
657,"Other snack food","19053","Snacks, rice cakes, brown rice, sesame seed","snacks rice cakes brown rice sesame seed","USDA",5143
657,"Other snack food","19269","Snacks, GENERAL MILLS, BETTY CROCKER Fruit Roll Ups, berry flavored, with vitamin C","snacks general mills betty crocker fruit roll ups berry flavored with vitamin c","USDA",5144
657,"Other snack food","19272","Snacks, FARLEY CANDY, FARLEY Fruit Snacks, with vitamins A, C, and E","snacks farley candy farley fruit snacks with vitamins a c e","USDA",5145
657,"Other snack food","19273","Snacks, SUNKIST, SUNKIST Fruit Roll, strawberry, with vitamins A, C, and E","snacks sunkist sunkist fruit roll strawberry with vitamins a c e","USDA",5146
657,"Other snack food","19274","Snacks, fruit leather, pieces, with vitamin C","snacks fruit leather pieces with vitamin c","USDA",5147
657,"Other snack food","19400","Snacks, banana chips","snacks banana chips","USDA",5148
657,"Other snack food","19401","Snacks, cornnuts, barbecue-flavor","snacks cornnuts barbecue flavor","USDA",5149
657,"Other snack food","19402","Snacks, cornnuts, nacho-flavor","snacks cornnuts nacho flavor","USDA",5150
657,"Other snack food","19413","Snacks, rice cakes, brown rice, corn","snacks rice cakes brown rice corn","USDA",5151
657,"Other snack food","19414","Snacks, rice cakes, brown rice, multigrain","snacks rice cakes brown rice multigrain","USDA",5152
657,"Other snack food","19415","Snacks, potato sticks","snacks potato sticks","USDA",5153
657,"Other snack food","19416","Snacks, rice cakes, brown rice, rye","snacks rice cakes brown rice rye","USDA",5154
657,"Other snack food","19418","Snacks, sesame sticks, wheat-based, salted","snacks sesame sticks wheat based salted","USDA",5155
657,"Other snack food","19419","Snacks, corn cakes","snacks corn cakes","USDA",5156
657,"Other snack food","19438","Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares","snacks kellogg kellogg's rice krispies treats squares","USDA",5157
657,"Other snack food","19524","Snacks, taro chips","snacks taro chips","USDA",5158
657,"Other snack food","19800","Snacks, corn cakes, very low sodium","snacks corn cakes very low sodium","USDA",5159
657,"Other snack food","19812","Snacks, pretzels, hard, plain, made with unenriched flour, salted","snacks pretzels hard plain made with unenriched flour salted","USDA",5160
657,"Other snack food","19813","Snacks, pretzels, hard, plain, made with unenriched flour, unsalted","snacks pretzels hard plain made with unenriched flour unsalted","USDA",5161
657,"Other snack food","19814","Snacks, pretzels, hard, plain, made with enriched flour, unsalted","snacks pretzels hard plain made with enriched flour unsalted","USDA",5162
657,"Other snack food","19816","Snacks, rice cakes, brown rice, plain, unsalted","snacks rice cakes brown rice plain unsalted","USDA",5163
657,"Other snack food","19817","Snacks, rice cakes, brown rice, buckwheat, unsalted","snacks rice cakes brown rice buckwheat unsalted","USDA",5164
657,"Other snack food","19818","Snacks, rice cakes, brown rice, multigrain, unsalted","snacks rice cakes brown rice multigrain unsalted","USDA",5165
657,"Other snack food","19819","Snacks, rice cakes, brown rice, sesame seed, unsalted","snacks rice cakes brown rice sesame seed unsalted","USDA",5166
657,"Other snack food","19820","Snacks, sesame sticks, wheat-based, unsalted","snacks sesame sticks wheat based unsalted","USDA",5167
657,"Other snack food","25003","Snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin C","snacks candy rolls yogurt covered fruit flavored with high vitamin c","USDA",5168
657,"Other snack food","25012","Snacks, sweet potato chips, unsalted","snacks sweet potato chips unsalted","USDA",5169
657,"Other snack food","25013","Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor","snacks fritolay sunchips multigrain snack original flavor","USDA",5170
657,"Other snack food","25022","Snacks, FRITOLAY, SUNCHIPS, multigrain, French onion flavor","snacks fritolay sunchips multigrain french onion flavor","USDA",5171
657,"Other snack food","25023","Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, Harvest Cheddar flavor","snacks fritolay sunchips multigrain snack harvest cheddar flavor","USDA",5172
657,"Other snack food","25025","Snacks, soy chips or crisps, salted","snacks soy chips crisps salted","USDA",5173
657,"Other snack food","25027","Snacks, plantain chips, salted","snacks plantain chips salted","USDA",5174
657,"Other snack food","25030","Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS","snacks vegetable chips hain celestial group terra chips","USDA",5175
657,"Other snack food","25036","Snacks, granola bites, mixed flavors","snacks granola bites mixed flavors","USDA",5176
657,"Other snack food","25037","Snacks, pita chips, salted","snacks pita chips salted","USDA",5177
657,"Other snack food","25040","Snacks, vegetable chips, made from garden vegetables","snacks vegetable chips made from garden vegetables","USDA",5178
657,"Other snack food","25043","Snacks, candy bits, yogurt covered with vitamin C","snacks candy bits yogurt covered with vitamin c","USDA",5179
657,"Other snack food","25046","Snacks, bagel chips, plain","snacks bagel chips plain","USDA",5180
657,"Other snack food","25050","Snacks, yucca (cassava) chips, salted","snacks yucca cassava chips salted","USDA",5181
657,"Other snack food","25051","Snacks, CLIF BAR, mixed flavors","snacks clif bar mixed flavors","USDA",5182
657,"Other snack food","42200","Papad","papad","USDA",5183
659,"Crisp bread","1019","Crispbread, knackebrot, rye, coarse (Husmans)","crispbread knackebrot rye coarse husmans","DTU",5184
659,"Crisp bread","0124","Crispbread, knackebrot, rye, fine","crispbread knackebrot rye fine","DTU",5185
659,"Crisp bread","1018","Crispbread, knackebrot, wheat, coarse","crispbread knackebrot wheat coarse","DTU",5186
659,"Crisp bread","0533","Crispbread, knackebrot, wheat, fine","crispbread knackebrot wheat fine","DTU",5187
659,"Crisp bread","1016","Crispbread, wheat","crispbread wheat","DTU",5188
659,"Crisp bread","18216","Crackers, crispbread, rye","crackers crispbread rye","USDA",5189
660,"Pastry","0990","Cream pastry, average values","cream pastry average values","DTU",5190
660,"Pastry","0988","Danish pastry, average values","danish pastry average values","DTU",5191
660,"Pastry","0521","Danish pastry, butter ring","danish pastry butter ring","DTU",5192
660,"Pastry","0520","Danish pastry, christmas cake","danish pastry christmas cake","DTU",5193
660,"Pastry","0571","Danish pastry, pretzel","danish pastry pretzel","DTU",5194
660,"Pastry","0519","Danish pastry, square","danish pastry square","DTU",5195
660,"Pastry","1133","Pastry with poppy seeds","pastry with poppy seeds","DTU",5196
660,"Pastry","1298","Pastry, 'linse'","pastry 'linse'","DTU",5197
660,"Pastry","0987","Pastry, average values","pastry average values","DTU",5198
660,"Pastry","1024","Pastry, coco macaroon","pastry coco macaroon","DTU",5199
660,"Pastry","1132","Pastry, croissant","pastry croissant","DTU",5200
660,"Pastry","0567","Pastry, frangipani pastry","pastry frangipani pastry","DTU",5201
